,text,page_number
4874,"En dehors de la mise en service de la centrale de Landivisiau, le cas de base du Bilan prévisionnel 2019 retient comme hypothèse le maintien du parc existant et l’absence de nouveau cycle combiné au gaz à moyen terme. En cohérence avec les déclarations les plus récentes du porteur de projet, la centrale de Landivisiau est considérée en service à l’hiver 2021-2022.",119
4875,"Pour compléter le diagnostic, une variante considérant un retard de deux ans sur la mise en service de la centrale de Landivisiau est étudiée.",119
4879,"Un nouveau retard du projet de Landivisiau aurait un effet défavorable sur l’équilibre offre- demande, a fortiori lors de la période de forte vigilance entre 2021 et 2023. Il est en conséquence important que l’échéance de mise en service en 2021 soit tenue.",120
4880,"Dans tous les cas, l’impact d’un retard de la mise en service de la centrale de Landivisiau doit être analysé dans un contexte plus global de sécurisation de l’alimentation électrique de la Bretagne et du Grand Ouest. La mise en service de l’EPR de Flamanville et de l’ensemble des leviers du Pacte électrique breton (notamment de la centrale de Landivisiau) demeurent la façon la plus pertinente de sécuriser dans la durée l’alimentation de cette zone.",120
4896,"La fermeture de l’ensemble des TAC au fioul, menée en parallèle du déclassement des dernières centrales au charbon, fragiliserait significativement la sécurité d’approvisionnement dès le début d’hori",121
4898,"Par ailleurs, l’analyse spécifique à la Bretagne du Bilan prévisionnel 2018 a souligné qu’un éventuel déclassement des TAC bretonnes (Brennilis et Dirinon) ne pourrait être que postérieur à la mise en service du CCG de Landivisiau et de l’EPR de Flamanville. Avant ces mises en service, le rapport de 2018 avait en effet identifié des risques sur la maintien du plan de tension dans la région du Grand Ouest.",121
4920,"Le parc de turbines à combustion, d’une capacité installée de 2 GW, est relativement récent pour la plupart des unités et conforme aux normes environnementales en vigueur. Il est composé de moyens de production au fioul (1,4 GW) et au gaz (0,6 GW).",121
4921,"Néanmoins, les turbines à combustion bretonnes les plus anciennes auront atteint quarante années de fonctionnement début 2021 (quatre des cinq turbines à combustion de Brennilis et Dirinon, environ 360 MW de puissance installée). Bien que leur exploitant n’ait pas annoncé à ce jour leur fermeture, ces centrales pourraient potentiellement être déclassées pour obsolescence à cet horizon.",121
4922,"Alors que le devenir des turbines à combustion au fioul constituait un point d’incertitude dans le Bilan prévisionnel 2018, la fermeture de ces unités ne semble plus à l’ordre du jour. En l’absence de déclarations contraires et d’objectifs publics spécifiques à cette filière, le Bilan prévisionnel 2019 retient dans le cas de base un maintien de l’ensemble des turbines à combustion sur l’horizon d’étude.",121
4923,Une analyse de sensibilité portant sur le déclassement des turbines à combustion au fioul dès le premier hiver est néanmoins réalisée pour mesurer les conséquences d’un déclassement d’une partie de cette filière.,121
4928,Une contraction très rapide du parc au gaz combinée à une fermeture accélérée du parc au fioul aurait un impact important sur le niveau de sécurité d’approvisionnement (jusqu’à 2 GW en fin d’horizon).,122
4929,La contribution des cogénérations et autres unités thermiques de faible puissance à la sécurité d’approvisionnement demeure aujourd’hui importante et continue à être surveillée (en particulier pour les cogénérations au gaz).,122
4932,"Le projet de PPE indique notamment que le développement des cogénérations au gaz n’est pas compatible avec les objectifs de réduction des émissions et que le soutien public fort aux nouvelles installations n’apparaît désormais plus justifié. Le parc de cogénérations au gaz devrait donc se stabiliser et à terme diminuer, suite à la suppression des dispositifs de soutien à la filière.",122
4934,"Compte tenu des éléments contextuels, le cas de base du Bilan prévisionnel considère (i) une stabilité du parc de cogénérations et autres moyens thermiques au gaz combinée à (ii) une contraction progressive du parc de cogénérations et autres moyens thermiques au fioul.",122
4935,"Pour rendre compte des incertitudes entourant le devenir de ces filières, les conséquences d’une contraction partielle du parc au gaz combinée à une fermeture accélérée du parc au fioul sont analysées en variante.",122
4938,Le parc de cogénérations et autres unités de faible puissance unitaire doit être globalement maintenu et son évolution est un point d’attention à moyen terme,122
4962,"Un retard d’un an pour la mise en service des interconnexions IFA2 et Savoie-Piémont réduirait significativement les marges du système lors de l’hiver 2021-2022, de l’ordre d’1,5 GW. Le critère de sécurité d’approvisionnement ne serait alors plus respecté.",123
4963,"En tout état de cause, dans un contexte de forte vigilance à partir de 2021-2022, la présence de ces deux liaisons pour l’hiver 2022-2023 apparaît nécessaire pour assurer l’équilibre du système électrique.",123
4983,"Les dates estimées pour la mise en service des deux nouvelles lignes, avec la Grande-Bretagne (IFA2) et l’Italie (Savoie-Piémont) sont régulièrement réévaluées. La mise en service de ces projets est aujourd’hui prévue pour 2020. Par souci de prudence, le cas de base du Bilan prévisionnel considère ces liaisons comme pleinement opérationnelles en 2021.",123
4984,"Afin de tester la robustesse de retards potentiels sur la mise en service des nouvelles liaisons, le Bilan prévisionnel envisage une variante considérant un retard d’un an sur les liaisons IFA2 et Savoie-Piémont, soit une mise en service en 2022.",123
4987,Un retard d’un an sur les calendriers de mise en service des nouvelles liaisons IFA2 et Savoie-Piémont réduirait notablement les marges lors de l’hiver 2021-2022,123
4991,"La mise en service du projet d’interconnexion ElecLink dès 2021 permettrait de dégager des marges de capacité importantes sur tout l’horizon d’étude, sous réserve que la sortie du RoyaumeUni de l’Union européenne n’ait pas d’influence sur le fondement du marché.",124
4992,Le calendrier de mise en service de cette interconnexion devrait être précisé dans les mois à venir et permettra de consolider le diagnostic.,124
5009,"Les incertitudes relatives à l’arrivée de cette interconnexion, initialement prévue pour mi-2020, persistent. En effet, la société Getlink, qui porte le projet, ne dispose pas à ce jour de l’agrément de la Commission intergouvernementale nécessaire",124
5011,"Par prudence, la mise en service du projet ElecLink n’est pas intégrée dans le cas de base du Bilan prévisionnel 2019.",124
5023,"Les objectifs européens en matière de développement des énergies renouvelables se veulent ambitieux et leur réalisation reste toutefois incertaine. Dans une perspective de déclassement des moyens thermiques, l’impact de rythme de développement différent se doit d’être évalué.",125
5024,Le cas de base du Bilan prévisionnel retient les trajectoires de développement des énergies renouvelables collectées dans le cadre du MAF.,125
5025,"Pour compléter l’analyse, deux trajectoires alternatives sont étudiées pour rendre compte de l’impact de rythmes de développement différents pour les filières éoliennes et solaires, en considérant (i) un rythme développement des énergies renouvelables plus rapide et (ii) un rythme de développement des énergies renouvelables ralenti (respectivement atteinte des cibles envisagées dans le cas de base avec deux ans d’avance ou de retard).",125
