,section_title,text,file,processed_text
1790,La méthodologie d'analyse,"* Modélisation :
	* Scénarios
	* Simulation de marché
	* Simulation de réseau
	* Modalité de redispatching
* Méthode d'analyse :
	* Clustering des projets
	* Description des capacités entre pays (NTC et GTC)
* Bénéfices pour la collectivité et le système :
	* Socio-economic welfare (SEW)
	* Pertes électriques
	* Flexibilité
	* Stabilité
* Coûts des projets :
	* CAPEX et OPEX",DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La méthodologie d'analyse
* Modélisation :
	* Scénarios
	* Simulation de marché
	* Simulation de réseau
	* Modalité de redispatching
* Méthode d'analyse :
	* Clustering des projets
	* Description des capacités entre pays (NTC et GTC)
* Bénéfices pour la collectivité et le système :
	* Socio-economic welfare (SEW)
	* Pertes électriques
	* Flexibilité
	* Stabilité
* Coûts des projets :
	* CAPEX et OPEX"
1791,La méthodologie d'analyse,![Schéma simplifié des étapes de valorisation d'un projet d'interconnexion](&F47),DODER_processus_etudes_TYNDP.md,"Fichier: DODER_processus_etudes_TYNDP.md
Titre: La méthodologie d'analyse
![Schéma simplifié des étapes de valorisation d'un projet d'interconnexion](&F47)"
1792,Préambule,﻿# Processus de mise en souterrain d'initiative locale (MESIL),DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Préambule
﻿# Processus de mise en souterrain d'initiative locale (MESIL)"
1793,Préambule,"Cet article traite exclusivement des cas de mises en souterrain des lignes aériennes à l'initiative des collectivités territoriales (MESIL - Mise En Souterrain d'Initiative Locale), résulte de la mise en oeuvre de la loi 2010-1488 du 7 décembre 2010 portant sur la Nouvelle Organisation du Marché de l'Électricité (dite ""loi NOME"").",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Préambule
Cet article traite exclusivement des cas de mises en souterrain des lignes aériennes à l'initiative des collectivités territoriales (MESIL - Mise En Souterrain d'Initiative Locale), résulte de la mise en oeuvre de la loi 2010-1488 du 7 décembre 2010 portant sur la Nouvelle Organisation du Marché de l'Électricité (dite ""loi NOME"")."
1794,Préambule,"Il ne s'agit là que d'un aspect de la mise en souterrain de lignes aériennes. D'autres cas de figure existent également, et relèvent alors des [politiques techniques](&A43) :
* MC4 : déplacements d'ouvrages _sans_ participation externe,
* MC6 : déplacements d'ouvrages _avec_ participation externe.",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Préambule
Il ne s'agit là que d'un aspect de la mise en souterrain de lignes aériennes. D'autres cas de figure existent également, et relèvent alors des [politiques techniques](&A43) :
* MC4 : déplacements d'ouvrages _sans_ participation externe,
* MC6 : déplacements d'ouvrages _avec_ participation externe."
1795,Contexte,"Les opérations de MESIL s'intègrent dans le cadre de la sous politique EVE. Celle-ci résulte de la loi NOME, dont les dispositions sont reprises dans le code de l'énergie. L'article L. 321-8 de ce dernier précise ainsi que :",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Contexte
Les opérations de MESIL s'intègrent dans le cadre de la sous politique EVE. Celle-ci résulte de la loi NOME, dont les dispositions sont reprises dans le code de l'énergie. L'article L. 321-8 de ce dernier précise ainsi que :"
1796,Contexte,"> ""A la demande des collectivités territoriales, le gestionnaire du réseau public de transport peut participer au financement de la mise en souterrain des ouvrages existants dont il a la charge pour des motifs liés au développement économique local ou à la protection de l'environnement. Sa participation fait l'objet d'une convention avec les collectivités territoriales concernées et sa contribution financière est fixée selon des critères et un barème arrêtés conjointement par les ministres chargés de l'économie et de l'énergie, sur proposition de la Commission de régulation de l'énergie.""",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Contexte
> ""A la demande des collectivités territoriales, le gestionnaire du réseau public de transport peut participer au financement de la mise en souterrain des ouvrages existants dont il a la charge pour des motifs liés au développement économique local ou à la protection de l'environnement. Sa participation fait l'objet d'une convention avec les collectivités territoriales concernées et sa contribution financière est fixée selon des critères et un barème arrêtés conjointement par les ministres chargés de l'économie et de l'énergie, sur proposition de la Commission de régulation de l'énergie."""
1797,Contexte,"Ce nouveau cadre législatif a été complété le 31 mars 2013 par un arrêt ministériel fixant pour RTE un barème de contribution financière aux projets de MESIL. Publié au Journal Officiel le 20 avril 2013, il confirme les dispositions définies par la CRE et appliquées par RTE depuis le 1er janvier 2012 (cf. paragraphe ci-dessous traitant de la participation financière de RTE).",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Contexte
Ce nouveau cadre législatif a été complété le 31 mars 2013 par un arrêt ministériel fixant pour RTE un barème de contribution financière aux projets de MESIL. Publié au Journal Officiel le 20 avril 2013, il confirme les dispositions définies par la CRE et appliquées par RTE depuis le 1er janvier 2012 (cf. paragraphe ci-dessous traitant de la participation financière de RTE)."
1798,Contexte,"La loi NOME vient formaliser une pratique déjà utilisée par RTE dans le cadre d'aménagements du réseau existant. Auparavant, il arrivait en effet fréquemment que RTE cofinance des projets semblables, mais le barème de cofinancement appliqué dans ces situations était propre à Rte et résultait de calculs en interne. Par conséquent, la loi Nome est venue conforter RTE dans son calcul en apportant un cadre juridique au cofinancement de projets de MESIL.",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Contexte
La loi NOME vient formaliser une pratique déjà utilisée par RTE dans le cadre d'aménagements du réseau existant. Auparavant, il arrivait en effet fréquemment que RTE cofinance des projets semblables, mais le barème de cofinancement appliqué dans ces situations était propre à Rte et résultait de calculs en interne. Par conséquent, la loi Nome est venue conforter RTE dans son calcul en apportant un cadre juridique au cofinancement de projets de MESIL."
1799,Contexte,L'apport de la loi NOME dans ce contexte réside donc avant tout dans une harmonisation des procédures ainsi qu'une officialisation d'une pratique exceptionnelle jusque là.,DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Contexte
L'apport de la loi NOME dans ce contexte réside donc avant tout dans une harmonisation des procédures ainsi qu'une officialisation d'une pratique exceptionnelle jusque là."
1800,Contexte,Ce [guide opérationnel](&D73) doit servir de cadre pour réaliser la démarche de réponse à une demande de MESIL.,DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Contexte
Ce [guide opérationnel](&D73) doit servir de cadre pour réaliser la démarche de réponse à une demande de MESIL."
1801,Contexte,"Pour info, l'ancienne version du guide est disponible [ici](&D27).",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Contexte
Pour info, l'ancienne version du guide est disponible [ici](&D27)."
1802,Les cas de demandes de mise en souterrain,"Comme le précise la loi NOME, la possibilité de réaliser une MESIL cofinancée par RTE doit être justifiée par l'une des deux motivations principales : _protection de l'environnement_ et _développement économique_.
* Lorsque la demande est motivée par la _protection de l'environnement_, la mise en souterrain d'une ligne aérienne repose sur une volonté politique d'améliorer le paysage (ex : site classé UNESCO) ou de protéger un environnement vulnérable (résorption de points noirs environnementaux).
	* La plupart des demandes de MESIL concernent la protection de l'environnement dans des zones urbanisées ou en voie d'urbanisation. La mise en souterrain se présente donc comme une solution alternative au déplacement d'une ligne aérienne, ce qui pourrait potentiellement ne faire que déplacer le problème. 
* Les demandes s'insèrent plus fréquemment dans le second cas à savoir le _développement économique_. Le projet de MESIL peut alors avoir pour origine un projet d'aménagement urbain permettant de valoriser le foncier : zones d'habitation, zones d'activités commerciales, installations publiques (transport en commun) etc.",DODER_processus_mesil.md,"Fichier: DODER_processus_mesil.md
Titre: Les cas de demandes de mise en souterrain
Comme le précise la loi NOME, la possibilité de réaliser une MESIL cofinancée par RTE doit être justifiée par l'une des deux motivations principales : _protection de l'environnement_ et _développement économique_.
* Lorsque la demande est motivée par la _protection de l'environnement_, la mise en souterrain d'une ligne aérienne repose sur une volonté politique d'améliorer le paysage (ex : site classé UNESCO) ou de protéger un environnement vulnérable (résorption de points noirs environnementaux).
	* La plupart des demandes de MESIL concernent la protection de l'environnement dans des zones urbanisées ou en voie d'urbanisation. La mise en souterrain se présente donc comme une solution alternative au déplacement d'une ligne aérienne, ce qui pourrait potentiellement ne faire que déplacer le problème. 
* Les demandes s'insèrent plus fréquemment dans le second cas à savoir le _développement économique_. Le projet de MESIL peut alors avoir pour origine un projet d'aménagement urbain permettant de valoriser le foncier : zones d'habitation, zones d'activités commerciales, installations publiques (transport en commun) etc."
